"Rank","Title","Status","Study Results","Conditions","Interventions","Sponsor/Collaborators","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Start Date","Completion Date","Locations","URL"
113,"REVIVE(Randomized Exploratory Clinical Trial to Evaluate the Safety and Effectiveness of Stem Cell Product in Alcoholic Liver Cirrhosis Patient)","Completed","No Results Available","Alcoholic Liver Cirrhosis","Biological: Livercellgram","Pharmicell Co., Ltd.","Phase 2","72","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","November 2012","March 2016","Pharmicell Co., Ltd., Seoul, Korea, Republic of","https://ClinicalTrials.gov/show/NCT01875081"
114,"Improvement of Liver Function in Liver Cirrhosis Patients After Autologous Mesenchymal Stem Cell Injection:a Phase I-II Clinical Trial","Completed","No Results Available","Liver Failure|Cirrhosis","Procedure: injection of progenitor of hepatocyte drived from Mesenchymal stem cell","Shahid Beheshti University of Medical Sciences|Tarbiat Modarres University","Phase 1|Phase 2","30","Other","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single|Primary Purpose: Treatment","February 2006","June 2009","Research Center for Gastroenterology and Liver Diseases, Tehran, Iran, Islamic Republic of|Research center of Gastroenterology and Liver Disease, Tehran, Iran, Islamic Republic of","https://ClinicalTrials.gov/show/NCT00420134"
115,"Study to Evaluate Hepatic Artery Injection of Autologous Human Bone Marrow-Derived MSCs in Patients With Alcoholic LC","Recruiting","No Results Available","Alcoholic Liver Cirrhosis","Biological: Cellgram™ (Bone marrow-derived MSCs)","Pharmicell Co., Ltd.","Phase 1","10","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","June 20, 2019","June 2021","University of Utah, Salt Lake City, Utah, United States","https://ClinicalTrials.gov/show/NCT03838250"
116,"Use of Methacetin Breath Test to Predict Liver Failure in Patients With Cirrhosis","Completed","Has Results","Cirrhosis","Device: BreathID (Methacetin breath test)","Virginia Commonwealth University|Exalenz Bioscience LTD.","Phase 3","165","Other|Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","March 2010","July 2012","Henry Ford Health System, Detroit, Michigan, United States|Medical University of South Carolina, Charleston, South Carolina, United States|Virginia Commonwealth University Medical Center, Richmond, Virginia, United States|Hadassah Medical Center, Jerusalem, Israel","https://ClinicalTrials.gov/show/NCT01157845"
117,"Eplerenone Versus Spironolactone as Treatment of Ascites Due to Liver Cirrhosis; a Study of Efficacy and Side Effects","Withdrawn","No Results Available","Ascites|Cirrhosis","Drug: Eplerenone","Emma Nilsson|Göteborg University|Uppsala University Hospital|Karolinska University Hospital|University Hospital, Linkoeping|University Hospital, Umeå|Region Örebro County|Region Skane","Phase 2","0","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","February 2013","October 2015","University Hospital of Skane, Lund, Skane, Sweden","https://ClinicalTrials.gov/show/NCT01801228"
118,"Norfloxacin Therapy for Patients With Cirrhosis and Severe Liver Failure","Terminated","No Results Available","Cirrhosis","Drug: Norfloxacin|Drug: Placebo","Assistance Publique - Hôpitaux de Paris","Phase 3","291","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Triple (Participant, Investigator, Outcomes Assessor)|Primary Purpose: Prevention","April 2010","November 2015","Assisatnce publique Hoptitaux de Paris, Clichy, France","https://ClinicalTrials.gov/show/NCT01037959"
119,"Open Label Single Dose Phase I Trial of BI 201335 to Study Pharmacokinetics and Safety in Patients With Compensated Liver Cirrhosis","Completed","Has Results","Hepatitis C|Liver Cirrhosis","Drug: BI 201335","Boehringer Ingelheim","Phase 1","2","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","June 2008","October 2008","1220.15.49006 Boehringer Ingelheim Investigational Site, Mainz, Germany","https://ClinicalTrials.gov/show/NCT01909778"
120,"Proton Pump Inhibitor Plus Propranolol Versus Proton Pump Inhibitor Alone on Peptic Ulcer Healing in Patients With Liver Cirrhosis","Terminated","No Results Available","Liver Cirrhosis|Peptic Ulcer","Drug: Proton-pump inhibitor|Drug: Propranolol+Proton-pump inhibitor","Taipei Veterans General Hospital, Taiwan","Phase 2|Phase 3","10","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","December 26, 2016","December 31, 2019","Taipei Veterans General Hospital, Taiwan, Taipei, Taiwan","https://ClinicalTrials.gov/show/NCT04140591"
121,"Randomized Controlled Trial to Assess the Effects of Sapropterin on Hepatic and Systemic Hemodynamics in Patients With Liver Cirrhosis and Portal Hypertension","Completed","No Results Available","Liver Cirrhosis|Portal Hypertension","Drug: sapropterin","Fundacion Clinic per a la Recerca Biomédica","Phase 2|Phase 3","42","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","October 2011","October 2013","Hospital Ramón y Cajal, Madrid, Madrid Community, Spain|Hospital Clínic de Barcelona, Barcelona, Spain","https://ClinicalTrials.gov/show/NCT01456286"
122,"A Study to Assess Safety, Tolerability, PK and PD of AZD2693 in Non-alcoholic Steatohepatitis Patients","Not yet recruiting","No Results Available","Non-alcoholic Steatohepatitis (NASH)","Drug: AZD2693|Other: Placebo","AstraZeneca|Parexel","Phase 1","60","Industry","Interventional","Allocation: Randomized|Intervention Model: Sequential Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","August 24, 2020","August 30, 2021","Research Site, Anaheim, California, United States|Research Site, La Mesa, California, United States|Research Site, San Diego, California, United States|Research Site, Hialeah, Florida, United States|Research Site, Miami Lakes, Florida, United States|Research Site, Indianapolis, Indiana, United States|Research Site, Morehead City, North Carolina, United States|Research Site, Columbus, Ohio, United States|Research Site, Dallas, Texas, United States","https://ClinicalTrials.gov/show/NCT04483947"
123,"Y90 Radioembolization Prior to Surgical Resection or Radiofrequency for Hepatocellular Carcinoma in Cirrhotic Liver","Terminated","No Results Available","Hepatocellular Carcinoma|Liver Cirrhosis","Device: Sirsphere trans-arterial radioembolization","Jules Bordet Institute","Phase 2","10","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","September 2012","January 2015","Institut Jules Bordet, Brussels, Belgium|Erasme Hosptial, Brussels, Belgium","https://ClinicalTrials.gov/show/NCT01686880"
124,"Bosentan for Treatment of Hepatopulmonary Syndrome in Patients With Liver Cirrhosis","Terminated","No Results Available","Hepatopulmonary Syndrome|Liver Cirrhosis","Drug: bosentan|Drug: Placebo","Medical University of Vienna","Phase 2","6","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","October 2011",,"Medical University Vienna, Dpt. of Internal Medicine 3, Div. of Gastroenterology and Hepatology, Vienna, Austria","https://ClinicalTrials.gov/show/NCT01518595"
125,"Transfer Factor Efficacy in the Management of Cirrhosis-associated Immune Dysfunction","Recruiting","No Results Available","Cirrhosis|Liver Failure","Drug: Human derived Transfer factor|Drug: Aqua pro injectione 4ml ampules for subcutaneous injection","Martin Janičko|F.D. Roosevelt Teaching Hospital with Policlinic Banska Bystrica|Pavol Jozef Safarik University","Phase 2|Phase 3","124","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Investigator)|Primary Purpose: Prevention","July 2016","July 2020","F.D.Roosevelt Teaching Hospital with policlinic Banska Bystrica, Banska Bystrica, Slovakia","https://ClinicalTrials.gov/show/NCT02837939"
126,"Pilot Study of Ursodesoxycholic Acid in Non-Alcoholic Steatohepatitis","Completed","No Results Available","Serum Levels of ALAT Transaminases|Serum Markers for Fibrosis and Hepatic Inflammation","Drug: Ursodesoxycholic acid","Axcan Pharma","Phase 2","98","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double|Primary Purpose: Treatment","October 2005","November 2008","La Pitié Salpétrière Hospital, Paris, France","https://ClinicalTrials.gov/show/NCT00470171"
127,"Defined Green Tea Catechin Extract in Preventing Liver Cancer in Patients With Cirrhosis","Recruiting","No Results Available","Cirrhosis","Drug: Defined Green Tea Catechin Extract|Other: Laboratory Biomarker Analysis|Other: Pharmacological Study|Other: Questionnaire Administration","National Cancer Institute (NCI)","Phase 1","48","NIH","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","August 9, 2018","January 15, 2021","MedStar Georgetown University Hospital, Washington, District of Columbia, United States","https://ClinicalTrials.gov/show/NCT03278925"
128,"Phase III Randomized Study of Ursodiol With Vs Without Methotrexate for Primary Biliary Cirrhosis","Completed","No Results Available","Liver Cirrhosis, Biliary","Drug: methotrexate|Drug: ursodiol","National Center for Research Resources (NCRR)|National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)|University of Texas|Office of Rare Diseases (ORD)","Phase 3","315","NIH|Other","Interventional","Allocation: Randomized|Masking: Double|Primary Purpose: Treatment","January 1994",,,"https://ClinicalTrials.gov/show/NCT00004784"
129,"Evaluation of Efficacy, Safety and Tolerability of Aldafermin in a Phase 2b, Randomized, Double-blind, Placebo-controlled, Multi-center Study In Subjects With Nonalcoholic Steatohepatitis and Stage 2/3 Fibrosis (ALPINE 2/3)","Recruiting","No Results Available","NASH - Nonalcoholic Steatohepatitis","Biological: NGM282|Other: Placebo","NGM Biopharmaceuticals, Inc","Phase 2","152","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","April 1, 2019","December 2020","NGM Clinical Study Site, Chandler, Arizona, United States|NGM Clinical Study Site, Tucson, Arizona, United States|NGM Clinical Study Site, Tucson, Arizona, United States|NGM Clinical Study Site, North Little Rock, Arkansas, United States|NGM Clinical Study Site, Fresno, California, United States|NGM Clinical Study Site, La Jolla, California, United States|NGM Clinical Study Site, Los Angeles, California, United States|NGM Clinical Study Site, Los Angeles, California, United States|NGM Clinical Study Site, Poway, California, United States|NGM Clinical Study Site, Rialto, California, United States|NGM Clinical Study Site, Boca Raton, Florida, United States|NGM Clinical Study Site, Lakewood Ranch, Florida, United States|NGM Clinical Study Site, Port Orange, Florida, United States|NGM Clinical Study Site, Sarasota, Florida, United States|NGM Clinical Study Site, The Villages, Florida, United States|NGM Clinical Study Site, Chicago, Illinois, United States|NGM Clinical Study Site, Baton Rouge, Louisiana, United States|NGM Clinical Study Site, Baltimore, Maryland, United States|NGM Clinical Study Site, Ann Arbor, Michigan, United States|NGM Clinical Study Site, Flowood, Mississippi, United States|NGM Clinical Study Site, Jackson, Mississippi, United States|NGM Clinical Study Site, Kansas City, Missouri, United States|NGM Clinical Study Site, Saint Louis, Missouri, United States|NGM Clinical Study Site, New York, New York, United States|NGM Clinical Study Site, Durham, North Carolina, United States|NGM Clinical Study Site, Fayetteville, North Carolina, United States|NGM Clinical Study Site, Germantown, Tennessee, United States|NGM Clinical Study Site, Hermitage, Tennessee, United States|NGM Clinical Study Site, Austin, Texas, United States|NGM Clinical Study Site, Edinburg, Texas, United States|NGM Clinical Study Site, Edinburg, Texas, United States|NGM Clinical Study Site, Houston, Texas, United States|NGM Clinical Study Site, San Antonio, Texas, United States|NGM Clinical Study Site, San Antonio, Texas, United States|NGM Clinical Study Site, Richmond, Virginia, United States|NGm Clinical Study Site, Richmond, Virginia, United States|NGM Clinical Study Site, San Juan, Puerto Rico","https://ClinicalTrials.gov/show/NCT03912532"
130,"Umbilical Cord Mesenchymal Stem Cell for Liver Cirrhosis Patient Caused by Hepatitis B","Recruiting","No Results Available","Liver Cirrhoses","Biological: Allogeneic Umbilical Cord Mesenchymal Stem Cell","PT. Prodia Stem Cell Indonesia","Phase 1|Phase 2","12","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","May 17, 2018","December 20, 2020","Cipto Mangunkusumo hospital, Jakarta, DKI Jakarta, Indonesia","https://ClinicalTrials.gov/show/NCT04357600"
